,index,geo_index,height_mean,height_std,area_mean,area_std,Site,Year,0
4938,2983,728000_4707000,18.682405442142148,5.608531019798244,23.26704831159548,20.455934380425887,HARV,2018,24855
4939,2983,728000_4707000,18.682405442142148,5.608531019798244,23.26704831159548,20.455934380425887,HARV,2019,28921
4940,2984,728000_4710000,17.602379090250853,5.423196753242374,20.963292007345487,18.699773724399762,HARV,2018,32725
4941,2984,728000_4710000,17.602379090250853,5.423196753242374,20.963292007345487,18.699773724399762,HARV,2019,37126
4942,2985,728000_4711000,16.54646635727418,5.208514867294486,19.647801272242557,18.614802304683483,HARV,2018,34590
4943,2985,728000_4711000,16.54646635727418,5.208514867294486,19.647801272242557,18.614802304683483,HARV,2019,40085
4944,2986,728000_4712000,19.29097473563185,4.954051266934617,22.038303333459496,19.176787235652295,HARV,2018,25760
4945,2986,728000_4712000,19.29097473563185,4.954051266934617,22.038303333459496,19.176787235652295,HARV,2019,28629
4946,2987,728000_4713000,17.508002573411463,5.255352156168986,23.67710084041589,21.78552949617004,HARV,2019,29978
4947,2987,728000_4713000,17.508002573411463,5.255352156168986,23.67710084041589,21.78552949617004,HARV,2018,26190
4948,2988,728000_4714000,16.285780179234123,4.737622720612264,22.24372273091351,19.460238702115507,HARV,2019,29109
4949,2988,728000_4714000,16.285780179234123,4.737622720612264,22.24372273091351,19.460238702115507,HARV,2018,26815
4950,2989,728000_4715000,16.015067866756258,5.321679639139456,20.95138528534658,19.311264198262233,HARV,2019,29611
4951,2989,728000_4715000,16.015067866756258,5.321679639139456,20.95138528534658,19.311264198262233,HARV,2018,25966
4952,2990,728000_4716000,15.472821269402921,6.139012431982965,23.072903304720082,20.422413883451327,HARV,2018,21225
4953,2990,728000_4716000,15.472821269402921,6.139012431982965,23.072903304720082,20.422413883451327,HARV,2019,23772
4954,2991,729000_1986000,3.985251211811355,0.8575922766290217,14.395077220056514,15.683579651695364,GUAN,2018,518
4955,2992,729000_1987000,5.203390563316836,1.7093614179305925,17.079924298361775,16.5927627554131,GUAN,2018,5416
4956,2993,729000_1988000,5.743337799593786,1.817289425256489,17.095363869470198,15.171918536051786,GUAN,2018,11309
4957,2994,729000_1990000,6.2919069561293055,2.1955495343026956,16.214213914322226,14.378862216387255,GUAN,2018,8078
4958,2995,729000_1991000,5.933390167983938,2.0911232637739605,17.660091548495647,15.525209049338258,GUAN,2018,8957
4959,2996,729000_4696000,15.951222323777708,6.1773843520696134,23.324341007405984,21.34864792099323,HARV,2018,19624
4960,2996,729000_4696000,15.951222323777708,6.1773843520696134,23.324341007405984,21.34864792099323,HARV,2019,27114
4961,2997,729000_4697000,17.532059516735423,5.697722134015685,22.134115374238995,20.02764604351257,HARV,2019,32837
4962,2997,729000_4697000,17.532059516735423,5.697722134015685,22.134115374238995,20.02764604351257,HARV,2018,29794
4963,2998,729000_4698000,17.52626837790954,5.227198731124122,20.331850821428752,17.312917278354696,HARV,2018,33789
4964,2998,729000_4698000,17.52626837790954,5.227198731124122,20.331850821428752,17.312917278354696,HARV,2019,37374
4965,2999,729000_4699000,17.95709075670806,5.72156697248706,21.443016079078166,18.777753878489545,HARV,2019,31952
4966,2999,729000_4699000,17.95709075670806,5.72156697248706,21.443016079078166,18.777753878489545,HARV,2018,31236
4967,3000,729000_4700000,16.479596087923426,5.509228641799265,20.8484803323352,17.43926573057547,HARV,2018,20166
4968,3000,729000_4700000,16.479596087923426,5.509228641799265,20.8484803323352,17.43926573057547,HARV,2019,20764
4969,3001,729000_4701000,16.76396208670696,6.049373518786458,22.792976743363614,20.26118229515776,HARV,2018,24868
4970,3001,729000_4701000,16.76396208670696,6.049373518786458,22.792976743363614,20.26118229515776,HARV,2019,26601
4971,3002,729000_4702000,18.324619483306744,4.865639718952366,21.401476912154425,17.70355705509527,HARV,2018,32599
4972,3002,729000_4702000,18.324619483306744,4.865639718952366,21.401476912154425,17.70355705509527,HARV,2019,34514
4973,3003,729000_4703000,17.404861849916816,5.136349617311008,23.15044781537554,20.73844529759078,HARV,2018,26803
4974,3003,729000_4703000,17.404861849916816,5.136349617311008,23.15044781537554,20.73844529759078,HARV,2019,28376
4975,3004,729000_4706000,18.652454382247218,5.2087101234502535,22.129803829251582,18.97362688292609,HARV,2018,29569
4976,3004,729000_4706000,18.652454382247218,5.2087101234502535,22.129803829251582,18.97362688292609,HARV,2019,34100
4977,3005,729000_4708000,17.48379404011918,5.705086046744186,23.815028310963903,21.577468651359357,HARV,2018,25345
4978,3005,729000_4708000,17.48379404011918,5.705086046744186,23.815028310963903,21.577468651359357,HARV,2019,28168
4979,3006,729000_4711000,18.340659397178722,5.685197192414689,21.575860654036617,19.432557537585204,HARV,2018,31776
4980,3006,729000_4711000,18.340659397178722,5.685197192414689,21.575860654036617,19.432557537585204,HARV,2019,37189
4981,3007,729000_4712000,17.197304009116188,3.8718983379497516,20.811358726534138,17.173131384025783,HARV,2018,33106
4982,3007,729000_4712000,17.197304009116188,3.8718983379497516,20.811358726534138,17.173131384025783,HARV,2019,37438
4983,3008,729000_4714000,16.364298974313726,4.321186856030145,22.29537284067489,19.392745102019266,HARV,2018,28080
4984,3008,729000_4714000,16.364298974313726,4.321186856030145,22.29537284067489,19.392745102019266,HARV,2019,31369
4985,3009,729000_4715000,14.604359618929703,5.130912992345703,22.410993332367685,20.774041414328785,HARV,2019,26887
4986,3009,729000_4715000,14.604359618929703,5.130912992345703,22.410993332367685,20.774041414328785,HARV,2018,24405
4987,3010,729000_4716000,15.105355106698655,6.213015231761043,22.209893580488462,21.63602276725343,HARV,2019,27151
4988,3010,729000_4716000,15.105355106698655,6.213015231761043,22.209893580488462,21.63602276725343,HARV,2018,22276
4989,3011,730000_1987000,4.448053725459706,1.0953729865300679,13.42524117138552,13.23282668412691,GUAN,2018,4644
4990,3012,730000_1989000,4.3545352968474225,1.3813168076671916,15.60021711688342,13.105601079313626,GUAN,2018,3961
4991,3013,730000_4696000,19.264150426691774,3.597090416057003,22.35480100570072,20.718386396888825,HARV,2018,26361
4992,3013,730000_4696000,19.264150426691774,3.597090416057003,22.35480100570072,20.718386396888825,HARV,2019,39269
4993,3014,730000_4698000,16.35841017244846,4.5444534580565845,19.603420474300847,17.676791318070915,HARV,2019,41918
4994,3014,730000_4698000,16.35841017244846,4.5444534580565845,19.603420474300847,17.676791318070915,HARV,2018,35428
4995,3015,730000_4699000,20.365461283260032,4.183285271157066,22.36705403010809,20.473338912928334,HARV,2018,33322
4996,3015,730000_4699000,20.365461283260032,4.183285271157066,22.36705403010809,20.473338912928334,HARV,2019,38712
4997,3016,730000_4700000,17.682824850304907,5.3275226721790245,20.31250350925664,18.178524417450436,HARV,2018,31030
4998,3016,730000_4700000,17.682824850304907,5.3275226721790245,20.31250350925664,18.178524417450436,HARV,2019,37362
4999,3017,730000_4702000,17.844129119675472,6.259268824522572,20.946206001856595,18.518918780642338,HARV,2019,32206
5000,3017,730000_4702000,17.844129119675472,6.259268824522572,20.946206001856595,18.518918780642338,HARV,2018,27143
5001,3018,730000_4703000,17.765410742979995,4.598278211356536,21.408691984485863,18.695054629334802,HARV,2019,34108
5002,3018,730000_4703000,17.765410742979995,4.598278211356536,21.408691984485863,18.695054629334802,HARV,2018,31327
5003,3019,730000_4704000,17.50297276428627,4.607258837097033,21.56427560455962,18.560564694307818,HARV,2019,36348
5004,3019,730000_4704000,17.50297276428627,4.607258837097033,21.56427560455962,18.560564694307818,HARV,2018,29783
5005,3020,730000_4706000,17.060593917918542,5.107987930011264,22.408589945981127,20.783290565965356,HARV,2018,28542
5006,3020,730000_4706000,17.060593917918542,5.107987930011264,22.408589945981127,20.783290565965356,HARV,2019,33562
5007,3021,730000_4707000,17.150664113626455,6.103786614268468,23.38833943597457,22.419881250832724,HARV,2018,19590
5008,3021,730000_4707000,17.150664113626455,6.103786614268468,23.38833943597457,22.419881250832724,HARV,2019,25473
5009,3022,730000_4708000,21.63091926134894,4.6783423724199045,23.860715188672124,22.578648138352033,HARV,2019,34913
5010,3022,730000_4708000,21.63091926134894,4.6783423724199045,23.860715188672124,22.578648138352033,HARV,2018,29168
5011,3023,730000_4709000,21.27092168568402,3.970686864586734,22.790997648623083,21.24150535286204,HARV,2019,37877
5012,3023,730000_4709000,21.27092168568402,3.970686864586734,22.790997648623083,21.24150535286204,HARV,2018,31867
5013,3024,730000_4711000,18.68854204566011,4.9173347523634465,22.474305257577548,21.2542507602151,HARV,2018,29724
5014,3024,730000_4711000,18.68854204566011,4.9173347523634465,22.474305257577548,21.2542507602151,HARV,2019,37380
5015,3025,730000_4712000,16.973728580952,5.0944934595318925,21.325032921438957,20.531324010187205,HARV,2018,28856
5016,3025,730000_4712000,16.973728580952,5.0944934595318925,21.325032921438957,20.531324010187205,HARV,2019,36603
5017,3026,730000_4713000,19.985162192211348,4.673921328203063,22.575954154701613,21.506355010252634,HARV,2018,30457
5018,3026,730000_4713000,19.985162192211348,4.673921328203063,22.575954154701613,21.506355010252634,HARV,2019,37467
5019,3027,730000_4714000,18.170058636341732,4.807474211665812,22.54608895808259,20.95704844024395,HARV,2019,34943
5020,3027,730000_4714000,18.170058636341732,4.807474211665812,22.54608895808259,20.95704844024395,HARV,2018,28053
5021,3028,730000_4716000,16.06017641429221,3.6160736124543282,20.86134721268654,17.97557673352347,HARV,2018,34690
5022,3028,730000_4716000,16.06017641429221,3.6160736124543282,20.86134721268654,17.97557673352347,HARV,2019,37600
5023,3029,731000_1986000,5.9510866741180415,1.6316651105702151,40.399999999353895,5.374011537289443,GUAN,2018,2
5024,3030,731000_1990000,6.046035298371885,2.955991154932017,23.988576544296983,24.425924424154232,GUAN,2018,3351
