,Unnamed: 0,path,plot_center_x,plot_center_y,tree_density,average_height,year,site,geometry,nlcd
58,58,/orange/idtrees-collab/draped/2018_MLBS_3_545000_4133000_image.shp,545649.4772125459,4133098.549767654,23,24.642133659694508,2018,MLBS,POINT (545649.4772125459 4133098.549767654),43
59,59,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4137000_image.shp,541750.1075226045,4137402.8225600887,22,21.824227077310734,2018,MLBS,POINT (541750.1075226045 4137402.822560089),41
60,60,/orange/idtrees-collab/draped/2018_MLBS_3_546000_4131000_image.shp,546782.15549659,4131586.1427045255,19,33.937361614829626,2018,MLBS,POINT (546782.15549659 4131586.142704525),41
61,61,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4132000_image.shp,539377.0060869436,4132850.9140286483,24,23.600647814273838,2018,MLBS,POINT (539377.0060869436 4132850.914028648),41
62,62,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4131000_image.shp,541073.3610553596,4131821.3996429183,18,25.437386027442088,2018,MLBS,POINT (541073.3610553596 4131821.399642918),41
63,63,/orange/idtrees-collab/draped/2018_MLBS_3_544000_4134000_image.shp,544552.1644255514,4134458.961995104,20,17.228921508312226,2018,MLBS,POINT (544552.1644255514 4134458.961995104),43
64,64,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4133000_image.shp,538011.5928958327,4133758.767050429,20,27.05143639564514,2018,MLBS,POINT (538011.5928958327 4133758.767050429),41
65,65,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4142000_image.shp,541977.8594561327,4142890.0466709286,21,21.91834339414324,2018,MLBS,POINT (541977.8594561327 4142890.046670929),41
66,66,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4136000_image.shp,543609.3796739089,4136825.0680177137,20,13.912373442649839,2018,MLBS,POINT (543609.3796739089 4136825.068017714),41
67,67,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4139000_image.shp,538654.2300485371,4139903.597782197,24,19.48850172162056,2018,MLBS,POINT (538654.2300485371 4139903.597782197),41
68,68,/orange/idtrees-collab/draped/2018_MLBS_3_542000_4138000_image.shp,542357.3616831022,4138782.9194977377,20,20.007934572219852,2018,MLBS,POINT (542357.3616831022 4138782.919497738),43
69,69,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4141000_image.shp,537609.8022749674,4141546.3447629805,20,27.636109212875372,2018,MLBS,POINT (537609.8022749674 4141546.34476298),41
70,70,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4141000_image.shp,539764.529538025,4141997.468707942,11,31.718088136152787,2018,MLBS,POINT (539764.529538025 4141997.468707942),43
71,71,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4133000_image.shp,543635.9928935381,4133366.7568300567,14,31.04026657785689,2018,MLBS,POINT (543635.9928935381 4133366.756830057),41
72,72,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4135000_image.shp,539036.5382693325,4135839.087948766,24,20.66075645049413,2018,MLBS,POINT (539036.5382693325 4135839.087948766),41
73,73,/orange/idtrees-collab/draped/2018_MLBS_3_546000_4142000_image.shp,546856.2861913869,4142048.805044486,24,11.299374624093375,2018,MLBS,POINT (546856.2861913869 4142048.805044486),41
74,74,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4142000_image.shp,539548.6199623862,4142415.5310345218,9,20.108317934672037,2018,MLBS,POINT (539548.6199623862 4142415.531034522),21
75,75,/orange/idtrees-collab/draped/2018_MLBS_3_544000_4135000_image.shp,544003.5407091344,4135468.3200454656,20,10.212841964364053,2018,MLBS,POINT (544003.5407091344 4135468.320045466),41
76,76,/orange/idtrees-collab/draped/2018_MLBS_3_545000_4134000_image.shp,545238.6219278876,4134354.0871064262,20,33.10157497119904,2018,MLBS,POINT (545238.6219278876 4134354.087106426),41
77,77,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4137000_image.shp,541839.362787869,4137673.450803946,19,21.209161560660924,2018,MLBS,POINT (541839.3627878689 4137673.450803946),41
78,78,/orange/idtrees-collab/draped/2018_MLBS_3_545000_4137000_image.shp,545606.0623033345,4137144.6578889727,19,18.154637475264703,2018,MLBS,POINT (545606.0623033345 4137144.657888973),52
79,79,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4135000_image.shp,537666.3801391752,4135040.552115783,23,22.985319543921428,2018,MLBS,POINT (537666.3801391752 4135040.552115783),41
80,80,/orange/idtrees-collab/draped/2018_MLBS_3_536000_4131000_image.shp,536065.6437983344,4131294.426432221,20,29.15548355484009,2018,MLBS,POINT (536065.6437983344 4131294.426432221),41
81,81,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4139000_image.shp,541417.992831885,4139406.865093324,30,17.886855357487995,2018,MLBS,POINT (541417.992831885 4139406.865093324),42
82,82,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4136000_image.shp,537578.1116117567,4136639.5788001744,25,26.931053890991212,2018,MLBS,POINT (537578.1116117567 4136639.578800174),43
83,83,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4142000_image.shp,539432.3994697421,4142179.7047447218,25,26.866245852661127,2018,MLBS,POINT (539432.3994697421 4142179.704744722),43
84,84,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4140000_image.shp,538687.547835868,4140048.848675503,24,23.398303382396694,2018,MLBS,POINT (538687.547835868 4140048.848675503),41
85,85,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4136000_image.shp,537675.5554809843,4136497.544604697,25,24.7065545211792,2018,MLBS,POINT (537675.5554809843 4136497.544604697),43
86,86,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4132000_image.shp,543846.8705562018,4132921.791402486,0,,2018,MLBS,POINT (543846.8705562018 4132921.791402486),81
87,87,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4140000_image.shp,543700.4735957608,4140623.345867575,29,15.389104213385744,2018,MLBS,POINT (543700.4735957608 4140623.345867575),41
88,88,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4136000_image.shp,538320.0860121537,4136837.135178412,26,24.6211573784168,2018,MLBS,POINT (538320.0860121537 4136837.135178412),42
89,89,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4135000_image.shp,540900.992716091,4135140.370640648,16,18.236148101091388,2018,MLBS,POINT (540900.992716091 4135140.370640648),41
90,90,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4132000_image.shp,540234.8267766251,4132031.988379206,22,17.667737699855458,2018,MLBS,POINT (540234.8267766251 4132031.988379206),41
91,91,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4132000_image.shp,540547.5336309118,4132415.042120922,21,22.37702059427897,2018,MLBS,POINT (540547.5336309118 4132415.042120922),41
92,92,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4132000_image.shp,543471.9271681056,4132282.493093149,0,,2018,MLBS,POINT (543471.9271681056 4132282.493093149),81
93,93,/orange/idtrees-collab/draped/2018_MLBS_3_536000_4139000_image.shp,536017.860638941,4139511.0972814825,16,34.405416703224176,2018,MLBS,POINT (536017.8606389411 4139511.097281483),41
94,94,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4140000_image.shp,540684.6135954867,4140905.8999026795,18,27.08901782194773,2018,MLBS,POINT (540684.6135954867 4140905.899902679),41
95,95,/orange/idtrees-collab/draped/2018_MLBS_3_545000_4141000_image.shp,545635.7077078708,4141468.351815017,24,18.412517488002774,2018,MLBS,POINT (545635.7077078708 4141468.351815017),41
96,96,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4142000_image.shp,541211.8212896903,4142709.3796252282,21,25.32726855777559,2018,MLBS,POINT (541211.8212896903 4142709.379625228),41
97,97,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4132000_image.shp,537596.3600036193,4132379.4813852017,22,27.690362345955574,2018,MLBS,POINT (537596.3600036193 4132379.481385202),41
98,98,/orange/idtrees-collab/draped/2018_MLBS_3_546000_4139000_image.shp,546691.1638886118,4139990.879183908,10,24.83831805896759,2018,MLBS,POINT (546691.1638886118 4139990.879183908),41
99,99,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4137000_image.shp,539992.6961986818,4137617.375829334,7,22.71556272915431,2018,MLBS,POINT (539992.6961986818 4137617.375829334),43
100,100,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4132000_image.shp,539476.3982187568,4132306.505365572,24,20.17081962108612,2018,MLBS,POINT (539476.3982187568 4132306.505365572),41
101,101,/orange/idtrees-collab/draped/2018_MLBS_3_546000_4138000_image.shp,546077.1233582004,4138105.473708935,25,15.102645675468445,2018,MLBS,POINT (546077.1233582004 4138105.473708935),41
102,102,/orange/idtrees-collab/draped/2018_MLBS_3_546000_4133000_image.shp,546336.949440512,4133270.967958365,17,25.21354576559628,2018,MLBS,POINT (546336.949440512 4133270.967958365),43
103,103,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4136000_image.shp,538305.5800840479,4136658.017115708,25,25.321764049530028,2018,MLBS,POINT (538305.5800840479 4136658.017115708),43
104,104,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4131000_image.shp,541994.7157109808,4131892.863277148,7,29.836177310943604,2018,MLBS,POINT (541994.7157109808 4131892.863277148),41
105,105,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4134000_image.shp,538844.5701536253,4134683.385300056,20,26.487746544837947,2018,MLBS,POINT (538844.5701536253 4134683.385300056),41
106,106,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4141000_image.shp,540626.443773446,4141932.1013273187,14,8.111952136414391,2018,MLBS,POINT (540626.443773446 4141932.101327319),52
107,107,/orange/idtrees-collab/draped/2018_MLBS_3_536000_4142000_image.shp,536914.5438719647,4142949.628371415,12,29.98877760410309,2018,MLBS,POINT (536914.5438719647 4142949.628371415),41
108,108,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4140000_image.shp,543965.135412288,4140504.972445078,23,18.061909436350287,2018,MLBS,POINT (543965.135412288 4140504.972445078),41
109,109,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4137000_image.shp,538322.2240590671,4137296.162981995,25,20.948549713516236,2018,MLBS,POINT (538322.2240590671 4137296.162981995),42
110,110,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4134000_image.shp,538842.5482946674,4134330.903750865,25,25.31585041809081,2018,MLBS,POINT (538842.5482946674 4134330.903750865),41
111,111,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4141000_image.shp,540934.486105232,4141404.6787502975,16,30.395819392204285,2018,MLBS,POINT (540934.486105232 4141404.678750298),41
112,112,/orange/idtrees-collab/draped/2018_MLBS_3_546000_4137000_image.shp,546300.9330508647,4137240.785792759,20,13.344355947494506,2018,MLBS,POINT (546300.9330508647 4137240.785792759),43
113,113,/orange/idtrees-collab/draped/2018_MLBS_3_545000_4140000_image.shp,545016.1655838853,4140129.1696319086,20,16.19025034952164,2018,MLBS,POINT (545016.1655838853 4140129.169631909),41
114,114,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4132000_image.shp,541307.873191205,4132307.838181189,16,27.50613550901413,2018,MLBS,POINT (541307.873191205 4132307.838181189),41
115,115,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4140000_image.shp,538601.8001091223,4140137.574458477,25,23.48151357498169,2018,MLBS,POINT (538601.8001091223 4140137.574458477),43
116,116,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4132000_image.shp,540972.959431681,4132901.254517215,27,20.98221249545062,2018,MLBS,POINT (540972.959431681 4132901.254517215),41
117,117,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4135000_image.shp,543893.5037360925,4135226.5551093663,29,14.867109667350507,2018,MLBS,POINT (543893.5037360925 4135226.555109366),52
118,118,/orange/idtrees-collab/draped/2018_MLBS_3_536000_4134000_image.shp,536472.428582839,4134220.702969932,20,24.936011193275448,2018,MLBS,POINT (536472.428582839 4134220.702969932),41
119,119,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4134000_image.shp,541138.4260831481,4134259.919487953,23,19.83916407502216,2018,MLBS,POINT (541138.4260831481 4134259.919487953),41
120,120,/orange/idtrees-collab/draped/2018_MLBS_3_536000_4140000_image.shp,536299.4030239178,4140451.6023433465,15,25.78095043055216,2018,MLBS,POINT (536299.4030239178 4140451.602343346),43
121,121,/orange/idtrees-collab/draped/2018_MLBS_3_542000_4133000_image.shp,542805.6584193831,4133403.277075757,20,14.092581083297727,2018,MLBS,POINT (542805.6584193831 4133403.277075757),43
122,122,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4131000_image.shp,539737.672826831,4131283.940672849,25,22.651090037536626,2018,MLBS,POINT (539737.672826831 4131283.940672849),41
123,123,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4137000_image.shp,537072.6266478852,4137074.507034104,20,21.821802425384522,2018,MLBS,POINT (537072.6266478852 4137074.507034104),43
124,124,/orange/idtrees-collab/draped/2018_MLBS_3_539000_4137000_image.shp,539371.55003855,4137916.2977251313,19,28.178644765552722,2018,MLBS,POINT (539371.55003855 4137916.297725131),43
125,125,/orange/idtrees-collab/draped/2018_MLBS_3_544000_4132000_image.shp,544799.4066447075,4132743.420899707,19,25.94126810575786,2018,MLBS,POINT (544799.4066447075 4132743.420899707),43
126,126,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4140000_image.shp,543392.1138691647,4140635.663275769,20,21.008265011787408,2018,MLBS,POINT (543392.1138691647 4140635.663275769),41
127,127,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4137000_image.shp,540866.683482836,4137913.6161675584,15,19.138478188832604,2018,MLBS,POINT (540866.683482836 4137913.616167558),43
128,128,/orange/idtrees-collab/draped/2018_MLBS_3_546000_4134000_image.shp,546314.30121787,4134863.5394355743,17,31.91454695196712,2018,MLBS,POINT (546314.30121787 4134863.539435574),41
129,129,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4133000_image.shp,537504.7324259181,4133652.292028274,17,27.72808980044197,2018,MLBS,POINT (537504.7324259181 4133652.292028274),41
130,130,/orange/idtrees-collab/draped/2018_MLBS_3_545000_4137000_image.shp,545486.5176998854,4137168.878919893,18,18.269921134842765,2018,MLBS,POINT (545486.5176998854 4137168.878919893),41
131,131,/orange/idtrees-collab/draped/2018_MLBS_3_543000_4131000_image.shp,543592.8146947074,4131593.5680046617,0,,2018,MLBS,POINT (543592.8146947074 4131593.568004662),81
132,132,/orange/idtrees-collab/draped/2018_MLBS_3_536000_4132000_image.shp,536165.3724519792,4132866.1071828464,1,18.510199832916253,2018,MLBS,POINT (536165.3724519792 4132866.107182846),81
133,133,/orange/idtrees-collab/draped/2018_MLBS_3_546000_4140000_image.shp,546570.2682061653,4140531.3067964055,32,12.44045980349183,2018,MLBS,POINT (546570.2682061653 4140531.306796405),52
134,134,/orange/idtrees-collab/draped/2018_MLBS_3_538000_4142000_image.shp,538655.1389213204,4142916.0583058624,22,21.788927661722354,2018,MLBS,POINT (538655.1389213204 4142916.058305862),41
135,135,/orange/idtrees-collab/draped/2018_MLBS_3_536000_4135000_image.shp,536654.8486728844,4135116.21331127,16,35.24892523527146,2018,MLBS,POINT (536654.8486728844 4135116.21331127),41
136,136,/orange/idtrees-collab/draped/2018_MLBS_3_542000_4135000_image.shp,542699.6691778925,4135616.0953750936,16,17.780820454359056,2018,MLBS,POINT (542699.6691778925 4135616.095375094),41
137,137,/orange/idtrees-collab/draped/2018_MLBS_3_542000_4137000_image.shp,542682.1408189072,4137077.2879075767,20,19.55698757743836,2018,MLBS,POINT (542682.1408189072 4137077.287907577),41
138,138,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4140000_image.shp,537660.2408618649,4140956.402103245,23,28.32611989145693,2018,MLBS,POINT (537660.2408618649 4140956.402103245),41
139,139,/orange/idtrees-collab/draped/2018_MLBS_3_536000_4142000_image.shp,536379.9896898257,4142483.5985035887,24,30.66239990234375,2018,MLBS,POINT (536379.9896898257 4142483.598503589),43
140,140,/orange/idtrees-collab/draped/2018_MLBS_3_541000_4137000_image.shp,541240.8940024758,4137245.2958319313,17,23.405478304694682,2018,MLBS,POINT (541240.8940024758 4137245.295831931),43
141,141,/orange/idtrees-collab/draped/2018_MLBS_3_540000_4138000_image.shp,540643.2726147771,4138891.59817219,20,28.520755028724672,2018,MLBS,POINT (540643.2726147771 4138891.59817219),43
142,142,/orange/idtrees-collab/draped/2018_MLBS_3_537000_4133000_image.shp,537363.0215613763,4133333.7675588094,24,21.815264393488565,2018,MLBS,POINT (537363.0215613763 4133333.767558809),41
143,143,/orange/idtrees-collab/draped/2018_MLBS_3_544000_4132000_image.shp,544936.4320316683,4132586.5408444363,17,25.96866061603322,2018,MLBS,POINT (544936.4320316683 4132586.540844436),43
