Site,geo_index,Year,0
DELA,420000_3598000,2019,25282
SOAP,298000_4102000,2018,13331
SOAP,299000_4098000,2018,9791
OSBS,404000_3287000,2018,28113
SOAP,303000_4101000,2018,20666
WREF,577000_5079000,2018,23773
TEAK,322000_4106000,2019,14799
WREF,581000_5081000,2019,36752
BONA,483000_7234000,2018,7713
BONA,472000_7225000,2019,26681
BONA,470000_7234000,2019,1845
BONA,472000_7228000,2018,82249
BONA,481000_7230000,2018,19319
TEAK,323000_4102000,2018,16813
BONA,473000_7223000,2018,58277
OSBS,396000_3283000,2019,4969
TEAK,323000_4102000,2019,18577
TEAK,321000_4106000,2018,8785
TEAK,319000_4099000,2018,12525
SOAP,303000_4096000,2019,29515
TEAK,318000_4105000,2018,12403
SOAP,304000_4102000,2019,22568
SOAP,303000_4098000,2018,19065
SOAP,300000_4105000,2018,17048
TEAK,316000_4092000,2019,16243
BONA,474000_7222000,2019,34038
BONA,478000_7228000,2019,43293
OSBS,409000_3289000,2019,16903
BART,314000_4880000,2019,45599
TEAK,323000_4093000,2018,8863
SOAP,293000_4096000,2018,23265
BONA,470000_7225000,2018,37637
WREF,593000_5078000,2019,44759
BART,322000_4880000,2018,48953
BONA,478000_7223000,2019,25949
TEAK,318000_4106000,2018,13896
OSBS,405000_3276000,2019,29464
OSBS,396000_3281000,2018,12312
WREF,579000_5082000,2018,24230
SOAP,294000_4099000,2018,18143
OSBS,400000_3281000,2018,22621
BONA,482000_7229000,2018,4179
BONA,476000_7223000,2018,43314
BONA,483000_7231000,2019,3916
WREF,578000_5077000,2018,27539
SOAP,297000_4099000,2018,11387
BONA,481000_7231000,2019,35748
TEAK,320000_4104000,2019,14622
BONA,483000_7229000,2018,1456
BART,314000_4875000,2019,34611
OSBS,400000_3283000,2019,33201
BONA,475000_7228000,2018,45095
TEAK,319000_4107000,2018,2896
SOAP,296000_4100000,2019,17921
OSBS,409000_3283000,2018,26952
OSBS,397000_3283000,2019,17502
BART,321000_4881000,2018,48677
BONA,469000_7228000,2018,52962
OSBS,400000_3285000,2019,31593
BONA,473000_7232000,2019,40130
SOAP,303000_4100000,2018,15921
SOAP,297000_4099000,2019,19739
OSBS,408000_3283000,2018,22407
SOAP,303000_4107000,2019,15215
WREF,588000_5075000,2019,41379
TEAK,321000_4096000,2019,29544
OSBS,401000_3275000,2019,19847
BONA,477000_7230000,2019,35147
OSBS,400000_3289000,2018,26864
TEAK,317000_4106000,2018,8236
BONA,480000_7232000,2018,59090
OSBS,402000_3281000,2018,16927
DELA,423000_3601000,2019,22352
OSBS,407000_3291000,2018,27117
BONA,472000_7231000,2018,68104
TEAK,319000_4094000,2019,17655
BONA,479000_7227000,2018,4154
SOAP,305000_4107000,2019,8635
BART,320000_4877000,2018,34735
WREF,574000_5079000,2018,31956
WREF,583000_5072000,2019,14350
WREF,572000_5079000,2018,17362
OSBS,399000_3283000,2019,16434
SOAP,297000_4104000,2018,19952
TEAK,316000_4091000,2018,11340
BART,320000_4881000,2019,37044
WREF,573000_5077000,2018,31279
TEAK,315000_4098000,2019,23704
OSBS,406000_3290000,2018,19022
TEAK,316000_4105000,2019,14870
OSBS,398000_3286000,2019,28973
BONA,476000_7227000,2018,33467
BONA,469000_7232000,2018,63047
OSBS,402000_3282000,2018,21942
OSBS,401000_3277000,2019,17569
BONA,477000_7228000,2018,44080
WREF,576000_5079000,2018,32365
BONA,473000_7230000,2019,40109
WREF,590000_5078000,2018,26944
TEAK,323000_4095000,2018,7551
TEAK,324000_4102000,2018,7599
TEAK,317000_4099000,2019,23998
SOAP,298000_4097000,2018,10476
TEAK,319000_4104000,2019,12126
BART,317000_4875000,2019,39043
TEAK,318000_4107000,2019,3196
TEAK,313000_4092000,2019,23215
SOAP,296000_4104000,2018,18258
BONA,473000_7230000,2018,36223
TEAK,314000_4092000,2018,14853
BONA,472000_7224000,2018,63559
BART,314000_4879000,2018,38631
DELA,425000_3603000,2019,30272
OSBS,397000_3285000,2019,38356
TEAK,321000_4099000,2019,19590
SOAP,300000_4100000,2018,14793
OSBS,404000_3282000,2019,33684
BONA,477000_7234000,2019,39011
BART,314000_4878000,2019,54340
TEAK,315000_4095000,2018,11819
TEAK,316000_4100000,2019,16980
WREF,583000_5075000,2018,20560
OSBS,401000_3286000,2019,23931
TEAK,315000_4102000,2018,9102
WREF,575000_5074000,2018,28222
SOAP,300000_4104000,2018,16423
OSBS,406000_3289000,2019,13944
TEAK,321000_4092000,2018,20144
WREF,574000_5075000,2019,32305
WREF,576000_5075000,2019,30319
DELA,420000_3600000,2019,30789
WREF,580000_5079000,2019,30562
BONA,476000_7225000,2018,21145
BONA,482000_7227000,2019,14201
WREF,577000_5075000,2019,31811
WREF,571000_5075000,2018,18700
OSBS,405000_3282000,2018,20062
SOAP,295000_4105000,2018,14635
SOAP,297000_4103000,2018,13262
WREF,582000_5082000,2019,33422
BONA,469000_7230000,2018,42701
TEAK,322000_4096000,2019,21816
OSBS,404000_3286000,2019,24185
WREF,580000_5081000,2019,28279
BART,322000_4879000,2019,69191
BONA,482000_7230000,2019,11234
BONA,477000_7233000,2018,70999
BONA,480000_7228000,2018,34454
TEAK,317000_4093000,2018,13604
OSBS,400000_3277000,2019,26149
BONA,471000_7231000,2019,44721
TEAK,314000_4103000,2018,17317
TEAK,323000_4101000,2018,19218
BONA,474000_7233000,2018,35917
BART,320000_4878000,2018,43096
WREF,574000_5074000,2019,37229
BONA,472000_7222000,2019,58264
BART,317000_4880000,2018,33015
TEAK,319000_4093000,2018,11355
TEAK,324000_4103000,2018,6353
TEAK,315000_4095000,2019,15642
TEAK,314000_4097000,2019,22912
BONA,470000_7231000,2019,37449
TEAK,323000_4106000,2019,19055
BONA,473000_7233000,2018,34137
SOAP,302000_4096000,2018,15639
OSBS,404000_3276000,2019,33301
BONA,477000_7222000,2019,9699
TEAK,315000_4100000,2018,13399
TEAK,322000_4098000,2018,17433
BONA,483000_7230000,2018,6886
BONA,482000_7226000,2019,50469
SOAP,295000_4102000,2019,25121
TEAK,322000_4098000,2019,22614
OSBS,403000_3287000,2018,21973
OSBS,406000_3287000,2019,40813
TEAK,322000_4104000,2018,18696
BART,318000_4880000,2018,37129
TEAK,316000_4099000,2018,12976
DELA,425000_3598000,2019,12804
SOAP,304000_4101000,2019,26810
OSBS,409000_3282000,2019,39357
DELA,425000_3597000,2019,30764
TEAK,321000_4099000,2018,15219
TEAK,318000_4094000,2019,18848
SOAP,299000_4104000,2019,23656
BART,316000_4877000,2019,54720
BART,315000_4878000,2019,53336
WREF,591000_5077000,2018,19880
SOAP,297000_4100000,2019,15881
OSBS,396000_3284000,2019,29006
OSBS,404000_3285000,2019,28429
BART,322000_4874000,2019,36106
OSBS,403000_3277000,2019,21968
OSBS,403000_3283000,2019,19516
TEAK,323000_4104000,2019,17379
BONA,483000_7231000,2018,4241
WREF,579000_5075000,2018,18153
TEAK,317000_4094000,2019,18186
OSBS,397000_3283000,2018,10268
OSBS,402000_3289000,2019,8955
BART,321000_4875000,2018,33948
BONA,474000_7232000,2019,39116
TEAK,321000_4102000,2018,10956
DELA,425000_3601000,2019,30115
TEAK,318000_4105000,2019,9571
OSBS,399000_3277000,2018,16669
BART,318000_4874000,2018,42723
SOAP,301000_4102000,2018,18210
TEAK,320000_4101000,2019,16445
SOAP,294000_4100000,2018,15129
BONA,471000_7224000,2018,76307
SOAP,294000_4105000,2019,15305
BART,321000_4879000,2019,52556
OSBS,399000_3282000,2019,24876
SOAP,299000_4099000,2019,23374
BONA,473000_7232000,2018,43300
DELA,422000_3601000,2019,21715
WREF,592000_5077000,2019,40146
TEAK,318000_4098000,2019,19935
BONA,477000_7225000,2018,11756
WREF,589000_5077000,2018,20427
OSBS,405000_3283000,2018,23040
BONA,470000_7227000,2018,62705
OSBS,406000_3279000,2019,27021
OSBS,405000_3291000,2019,22233
OSBS,401000_3283000,2018,23956
BART,317000_4880000,2019,38249
BONA,481000_7222000,2018,1486
WREF,575000_5077000,2019,37740
TEAK,323000_4096000,2018,11235
BONA,482000_7231000,2018,2601
BONA,475000_7226000,2019,35567
WREF,577000_5082000,2019,27467
OSBS,404000_3288000,2019,26284
BART,314000_4877000,2019,44140
BART,316000_4874000,2018,34485
OSBS,405000_3292000,2019,26060
OSBS,406000_3290000,2019,25861
TEAK,323000_4094000,2018,5695
TEAK,323000_4105000,2019,22145
BONA,477000_7226000,2019,22746
SOAP,305000_4103000,2019,23783
SOAP,297000_4096000,2018,7759
TEAK,317000_4096000,2018,18849
SOAP,301000_4101000,2019,21705
OSBS,402000_3278000,2018,11671
OSBS,402000_3286000,2018,29225
SOAP,299000_4105000,2018,14481
TEAK,319000_4107000,2019,2384
BONA,470000_7223000,2018,22077
OSBS,407000_3284000,2019,21206
BONA,474000_7227000,2019,30737
TEAK,315000_4102000,2019,11297
DELA,419000_3601000,2019,21987
TEAK,322000_4092000,2018,16549
BONA,475000_7226000,2018,37087
DELA,429000_3606000,2019,36807
WREF,582000_5072000,2019,21134
OSBS,399000_3287000,2018,32229
OSBS,401000_3287000,2019,23455
WREF,587000_5075000,2018,21002
DELA,427000_3605000,2019,22721
BONA,473000_7223000,2019,62639
BONA,480000_7231000,2018,58450
SOAP,299000_4100000,2019,18438
WREF,576000_5082000,2019,21594
TEAK,314000_4107000,2018,9469
DELA,423000_3605000,2019,38623
BONA,482000_7231000,2019,3883
SOAP,297000_4104000,2019,29115
TEAK,317000_4098000,2018,12814
BONA,476000_7222000,2019,25706
WREF,582000_5075000,2019,34464
WREF,576000_5080000,2019,28033
OSBS,395000_3284000,2018,13251
BONA,472000_7232000,2019,91912
DELA,419000_3598000,2019,22686
WREF,579000_5081000,2018,21132
SOAP,297000_4108000,2019,15531
BONA,469000_7229000,2019,77032
WREF,579000_5076000,2018,25292
TEAK,321000_4098000,2019,23837
SOAP,296000_4096000,2019,27483
DELA,421000_3604000,2019,37330
TEAK,322000_4096000,2018,17332
TEAK,317000_4096000,2019,26094
WREF,592000_5076000,2019,42327
BART,317000_4881000,2019,36691
OSBS,402000_3279000,2018,1261
WREF,576000_5078000,2019,30567
BONA,479000_7232000,2019,66219
DELA,427000_3604000,2019,19613
BONA,472000_7229000,2019,73404
TEAK,317000_4104000,2019,12160
OSBS,400000_3279000,2018,22494
OSBS,404000_3279000,2018,17750
BART,314000_4877000,2018,37993
TEAK,323000_4097000,2018,11637
BONA,480000_7225000,2018,42371
SOAP,294000_4101000,2018,22622
BONA,470000_7233000,2019,61491
BONA,480000_7229000,2019,10612
SOAP,302000_4100000,2018,15155
BONA,472000_7234000,2018,24995
TEAK,317000_4101000,2019,14787
SOAP,301000_4106000,2019,24624
BONA,477000_7226000,2018,22563
OSBS,398000_3284000,2018,24965
DELA,421000_3600000,2019,38433
WREF,578000_5074000,2018,29542
TEAK,321000_4107000,2019,11161
SOAP,295000_4105000,2019,19191
BART,317000_4878000,2018,35177
OSBS,407000_3289000,2019,26644
SOAP,305000_4101000,2019,22048
DELA,419000_3599000,2019,25663
OSBS,408000_3282000,2019,32608
SOAP,301000_4099000,2019,22042
OSBS,404000_3287000,2019,36390
BONA,481000_7228000,2018,10941
OSBS,405000_3290000,2018,19511
BART,319000_4880000,2018,39727
BONA,476000_7223000,2019,40912
TEAK,323000_4093000,2019,10462
BONA,474000_7229000,2019,54147
BONA,478000_7233000,2018,76366
WREF,583000_5075000,2019,26061
OSBS,395000_3286000,2018,39143
OSBS,410000_3280000,2019,36279
BART,320000_4880000,2018,40290
TEAK,322000_4106000,2018,14817
DELA,424000_3603000,2019,27972
BONA,475000_7231000,2018,60805
WREF,575000_5071000,2019,30922
TEAK,320000_4096000,2018,30500
BART,316000_4879000,2019,36698
TEAK,318000_4101000,2019,17342
OSBS,399000_3286000,2018,20287
WREF,578000_5082000,2019,26223
SOAP,299000_4097000,2019,37721
WREF,578000_5079000,2018,23044
WREF,592000_5078000,2019,42480
WREF,581000_5070000,2019,29057
SOAP,293000_4098000,2018,17715
BART,315000_4880000,2019,39520
BART,314000_4874000,2018,33076
BART,315000_4877000,2019,67959
SOAP,298000_4096000,2019,26301
OSBS,408000_3285000,2018,23403
WREF,580000_5074000,2018,16555
BONA,471000_7223000,2018,24818
DELA,421000_3601000,2019,27037
TEAK,315000_4106000,2018,13728
SOAP,298000_4104000,2018,22942
WREF,576000_5075000,2018,24042
BONA,479000_7230000,2018,49825
SOAP,304000_4103000,2019,26013
DELA,426000_3603000,2019,17694
OSBS,402000_3286000,2019,30325
BONA,478000_7222000,2018,3076
OSBS,407000_3286000,2019,33210
OSBS,396000_3287000,2019,19841
BONA,479000_7229000,2019,23050
WREF,573000_5072000,2018,22510
TEAK,315000_4107000,2019,8264
